Time Frame,Repository,Issue Number,Issue Title,Author,Opened by Swedish,Total Comments,Commented by Swedish,Resolution Time (Days)
2022_2024,kubernetes,123854,[Flaking Test] master-integration TestRatchetingFunctionality,pacoxu,NO,1,NO,22
2022_2024,kubernetes,113066,cri stats provider: unable to find data in memory cache. Result in InvalidDiskCapacity warning.,pacoxu,NO,9,NO,256
2022_2024,kubernetes,113700,dynamic resource allocation: use patches or server-side-apply for updates,pohly,NO,2,NO,511
2022_2024,kubernetes,124135,Need Assistance: Kubernetes dashboard deployment failing with connection refusal to localhost:8080,bhaskersri,NO,6,NO,0
2022_2024,kubernetes,123953,Figure out what to do with long running serial tests,kannon92,NO,2,NO,17
2022_2024,kubernetes,124119,release blocking job ci-kubernetes-e2e-gci-gce-scalability-1-30 needs branch in perf-tests,dims,NO,4,NO,1
2022_2024,kubernetes,123177,Parallel pod deletion makes kubectl stuck forever,ilia1243,NO,7,NO,53
2022_2024,kubernetes,124120,panic with SIGSEGV in kubeadm certs check-expiration,McTrk,NO,2,NO,1
2022_2024,kubernetes,110956,Resource Quota should enforce limits/request on ephemeral storage,Kartik494,NO,8,NO,635
2022_2024,kubernetes,124107,[Flaking Test] [sig-auth] integration-master	TestMultiWebhookAuthzConfig,pacoxu,NO,3,NO,0
2022_2024,kubernetes,120411,Collect tips for external cloud provider migration,dims,NO,7,NO,209
2022_2024,kubernetes,117871,Race when checking for CSI Node Expand support records misleading event,ggriffiths,NO,6,NO,327
2022_2024,kubernetes,121668,performance test for 5000 nodes shows LoadInitEventsCount change a lot,pacoxu,NO,4,NO,151
2022_2024,kubernetes,121629,"kube-scheduler:when network-plugin ds pod is deleted, preemption makes a loop",lojies,NO,5,NO,152
2022_2024,kubernetes,120292,"We Need finer grained PLEG Error reporting on 1.28 -  Kubelet not running containers, but no logging about errors (other then ""PLEG""), containerd looks OK.",jayunit100,NO,8,NO,213
2022_2024,kubernetes,121594,"CronJob will be run twice, when switching to wintertime",muffl0n,NO,3,NO,153
2022_2024,kubernetes,121548,RunPodSandbox from runtime service failed,raphael10-collab,NO,4,NO,156
2022_2024,kubernetes,121423,memory-manager-policy & cpu-manager-policy value consistency (static vs Static),sfxworks,NO,4,NO,159
2022_2024,kubernetes,119451,PVC dataSource is immutable,uhthomas,NO,6,NO,254
2022_2024,kubernetes,116214,"Let K8s workload(deployment,sts,etc.) support In-place Pod Vertical Scaling feature",FengyunPan2,NO,7,NO,394
2022_2024,kubernetes,121400,Release mentioned in stable.txt does not exist on GCS,thecodeassassin,NO,4,NO,164
2022_2024,kubernetes,121263,valueFrom slow work,my1990,NO,4,NO,166
2022_2024,kubernetes,121289,Pod Security Standards Customization,zakicisco,NO,4,NO,165
2022_2024,kubernetes,121100,"daemonset pods not recognising that nodes are not ready, pod stays running.",JCBSLMN,NO,5,NO,172
2022_2024,kubernetes,118092,"use ""kubectl get -- raw"", specifies resourceVersion and resourceVersionMatch=Exact, an unexpected result is returned",bzsuni,NO,4,NO,317
2022_2024,kubernetes,121155,HANDLE_LEAK in kubernetes/vendor/github.com/google/cadvisor/fs /fs.go,ellena13,NO,5,NO,170
2022_2024,kubernetes,121058,"HAProxy static pod stuck in terminating state, but the container inside it is ready",parsaeian,NO,5,NO,173
2022_2024,kubernetes,119433,PV extended support of CSI AccessModes,PontiusPilatus,NO,4,NO,254
2022_2024,kubernetes,121052,Should the completed pods be evicted?,AxeZhan,NO,7,NO,173
2022_2024,kubernetes,121056,[flaky] [sig-node] Pod InPlace Resize Container [Feature:InPlacePodVerticalScaling],pacoxu,NO,2,NO,173
2022_2024,kubernetes,120264,pod (deployment) keeps its running state on a node that doesn't exists.,ShaiShalevSQream,NO,5,NO,212
2022_2024,kubernetes,120953,Undocumented enableServiceLinks behaviour,davidshen84,NO,4,NO,180
2022_2024,kubernetes,120659,Garbage collector for container images is unpredictable and inconsistent,mfranzil,NO,7,YES,197
2022_2024,kubernetes,119900,Default topologySpreadConstraints are not working for StatefulSet pods,amnk,NO,4,NO,231
2022_2024,kubernetes,120934,Possible data race in code,openrefactorymunawar,NO,4,NO,182
2022_2024,kubernetes,120862,"Delete STS, the pod associated with the STS cannot be automatically cleaned up",maxin93,NO,5,NO,186
2022_2024,kubernetes,120966,Kubemark tests 100-scheduler and 100-scheduler-highqps are failing,konryd,NO,3,NO,179
2022_2024,kubernetes,120098,NoSchedule related tolerations are not working with kustomize,vinibali,NO,6,NO,220
2022_2024,kubernetes,115911,Topology spread constraint not respected when pods scale down,stmiller14,NO,9,NO,402
2022_2024,kubernetes,119956,status.reason and status.message can be copied between different pod phases by kubelet,mlowery,NO,5,NO,226
2022_2024,kubernetes,120899,Failure cluster [c500c4a1...] failures in `ci-kubernetes-soak-gci-gce*` CI jobs,dims,NO,3,NO,184
2022_2024,kubernetes,120857,Crash when calling record.NewFakeRecorder,secsys-go,NO,3,NO,185
2022_2024,kubernetes,123810,Default ipFamilyPolicy value,maxpain,NO,5,YES,21
2022_2024,kubernetes,120732,StatefulSet reports wrong replica count after pod creation,aleksandra-malinowska,NO,4,NO,192
2022_2024,kubernetes,120794,Nodelabeler support in the ResourceQuota as of now is missing. It doesn't segregate resources of node types.,vishakumarc95,NO,5,NO,189
2022_2024,kubernetes,120609,migrate resource manager presubmit jobs to pod utilities,ffromani,NO,5,NO,198
2022_2024,kubernetes,120685,build failed with empty KUBE_GIT_VERSION variable,pbxqdown,NO,4,NO,226
2022_2024,kubernetes,120671,Pods with zero terminationGracePeriod are force-deleted,jsafrane,NO,7,NO,196
2022_2024,kubernetes,120772,macOS build does not work if Docker context points to a tcp socket rather than unix,munnerz,NO,4,NO,190
2022_2024,kubernetes,123992,strictARP Configuration in kube-proxy (IPVS Mode) Does Not Revert sysctl Parameters on Setting to false,magicsong,NO,5,YES,9
2022_2024,kubernetes,113989,support UID specification in kubectl debug,sding3,NO,5,NO,150
2022_2024,kubernetes,118979,The rbd image in the e2e test was not found,HirazawaUi,NO,7,NO,272
2022_2024,kubernetes,124095,"Even if the container has failed, the DaemonSet pod's phase still shows running",bigfan6,NO,2,NO,0
2022_2024,kubernetes,119884,Propageted SIGTERM signals results in kill after 30 seconds although terminationGracePeriodSeconds is 120,gberth,NO,6,NO,230
2022_2024,kubernetes,118898,Kubelet metrics cannot display some pvc(PersistentVolumeClaim) information,erictarrence,NO,4,NO,274
2022_2024,kubernetes,118562,PV stuck at release status after pod and PVC is deleted,ruanyulin2017,NO,4,NO,294
2022_2024,kubernetes,118465,Failed to mount the hostPath /proc/net/,maxin93,NO,5,NO,296
2022_2024,kubernetes,116541,kubelet cannot provide pod monitoring data for a namespace,JokerDevops,NO,7,NO,380
2022_2024,kubernetes,122382,[BUG] Windows node reports less CPU usage than its pods when kubernetes version >= 1.27,junjiezhang1997,NO,5,NO,99
2022_2024,kubernetes,124090,DRA: kubelet:  error preparing devices for claim,cyclinder,NO,2,NO,0
2022_2024,kubernetes,117640,kube-scheduler started but streamwatcher error,seaurching,NO,6,NO,335
2022_2024,kubernetes,119429,Consider renaming 'Downward API' and reviewing Kubernetes naming conventions for improved user perception,psaintlaurent,NO,7,NO,253
2022_2024,kubernetes,118632,Report duplicated entries of errors in k8s v1.26.4,fuxiaoting,NO,6,NO,288
2022_2024,kubernetes,120180,kubectl create secret docker-registry --docker-password is insecure,jakub-bochenski,NO,5,NO,215
2022_2024,kubernetes,118004,"Resource limits are at the pod level, not at the container level",kong62,NO,7,NO,317
2022_2024,kubernetes,123459,Pod fail to start as /sys/fs/cgroup/devices/kubepods.slice/kubepods-burstable.slice doesn't exist ,trashadewan,NO,6,NO,33
2022_2024,kubernetes,120385,"generalise GRPC plugin code and use it for CSI, Device and DRA plugins",TommyStarK,NO,4,NO,206
2022_2024,kubernetes,124022,apiserver time skew can lead serviceaccount token in pod keep in invalid state,xuzhenglun,NO,3,NO,5
2022_2024,kubernetes,120171,Subject: Inaccurate Error Message for StatefulSet Updates in Kubernetes,riita10069,NO,5,NO,215
2022_2024,kubernetes,120282,Kubectl wait timeout flag is ignored when going through reverse proxy,rmweir,NO,3,NO,209
2022_2024,kubernetes,120158,Support min time between autoscaling,jhalterman,NO,4,NO,215
2022_2024,kubernetes,118749,topologySpreadConstraint spanning multiple namespaces,dene14,NO,9,NO,281
2022_2024,kubernetes,124057,NewVolumeManagerReconstruction: Volumes are reported as unmounted after reboot,jsafrane,NO,2,NO,0
2022_2024,kubernetes,120149,Report ephemeral storage usage for containers with VOLUME entry defined in Dockerfile ,jingxu97,NO,4,NO,215
2022_2024,kubernetes,118565,"The built-in ""editor"" role doesn't have access to execute operations of ephemeral containers",Shuanglu,NO,5,NO,292
2022_2024,kubernetes,120157,Old version pods are created when deploying a new version with more replicas - Reopen old issue?,nagygergo,NO,3,NO,215
2022_2024,kubernetes,118676,HPA doesnot support dynamic memory calculation,AboobakerSiddiq,NO,5,NO,285
2022_2024,kubernetes,118503,system disk volume unstage not invoked when virtual machine which created by kubevirt is deleted,ruanyulin2017,NO,6,NO,294
2022_2024,kubernetes,117986,Publish the pod index as a label and annotation for Statefulset and indexed Job,ahg-g,NO,7,NO,256
2022_2024,kubernetes,120576,informers are not named,MikeSpreitzer,NO,2,NO,0
2022_2024,kubernetes,123497,[Flaking Test] UT TestRoundTripTypes ,pacoxu,NO,3,NO,0
2022_2024,kubernetes,123632,Data race in aggregated.NewResourceManager(),liggitt,NO,2,NO,0
2022_2024,kubernetes,123637,Failure cluster [213ee9e3...] alpha ci jobs broken,dims,NO,4,NO,0
2022_2024,kubernetes,123833,[Flaking test] [sig-api-machinery] kubeadm-kinder-upgrade-1-29-latest,zelenushechka,NO,3,NO,0
2022_2024,kubernetes,119536,Deployment should first scale down the unhealthy old replicaSets,veophi,NO,4,NO,246
2022_2024,kubernetes,124058,Failed to watch *v1.Service: failed to list *v1.Service,teatreeoilchocolate,NO,3,NO,0
2022_2024,kubernetes,115664,Subset of HPA related tests are Flaking,jsturtevant,NO,4,NO,410
2022_2024,kubernetes,123959,Debian Bookworm installation not stable,teatreeoilchocolate,NO,4,NO,8
2022_2024,kubernetes,119896,kubectl silently drop annoations when applying bad annotations with kind of list,guicailiao,NO,5,NO,228
2022_2024,kubernetes,124054,"K8s workers NotReady, Kubelet stopped posting node status, kubelet service log ""Error getting node"" err=""node \""workernode\"" not found"" ""failed to ensure lease exists""",Nameyc99,NO,4,NO,0
2022_2024,kubernetes,119892,Reduce API calls in nodelifecycle controller,alculquicondor,NO,4,NO,228
2022_2024,kubernetes,119862,Race condition on pod eviction due to taint manager,vDMG,NO,5,NO,229
2022_2024,kubernetes,118834,successfulJobsHistoryLimit and failedJobsHistoryLimit make pods orphan,mcantinqc,NO,4,NO,276
2022_2024,kubernetes,119676,Estimate Kubernetes pods resource specification in an automated way,vivuu1989,NO,5,NO,239
2022_2024,kubernetes,122338,"restart kubelet, the node change its status from ready to notready",lance5890,NO,5,NO,101
2022_2024,kubernetes,116403,kubelet should avoid sending operationExecutor.MountVolume request to CSI driver when there is still pending operationExecutor.UnmountVolume request for the same volume ID,yanxiucai,NO,5,NO,382
2022_2024,kubernetes,119615,Apiserver can not initialize watchcache when resources size too large.,Sakuralbj,NO,4,NO,242
2022_2024,kubernetes,117972,"Reduce error ""failed to sync secret cache: timed out waiting for the condition""",chenk008,NO,6,NO,318
2022_2024,kubernetes,119364,Deleting deployment is not deleting underlying replicaset and pods,devops-newbee,NO,7,NO,252
2022_2024,kubernetes,113643,the status of pvc is pending ,zolaer9527,NO,7,NO,506
2022_2024,kubernetes,116402,triage unit and integration test failures,pohly,NO,6,NO,381
2022_2024,kubernetes,124021,kube-apiserver with --authorization-mode=AlwaysAllow leads to continous restart of kube-apiserver,itarch,NO,4,NO,2
2022_2024,kubernetes,117653,Ceph volumes ignore kube configuration if ceph-common exists on host machine,yaegel,NO,5,NO,331
2022_2024,kubernetes,116680,Override timeout for CSI NodePublishVolume operation,hach-que,NO,4,NO,373
2022_2024,kubernetes,117346,ImageLocality plugin should fetch the full list of images available on the nodes to compute an accurate scoring during scheduling,tiraboschi,NO,8,NO,344
2022_2024,kubernetes,119132,Component CLI help does not list which feature gates are relevant,nnlkcncff,NO,7,NO,263
2022_2024,kubernetes,119125,goroutine leaks in TestV1NewFromConfig,Mskxn,NO,3,NO,261
2022_2024,kubernetes,118313,Authenticated field in api/authentication/v1beta1TokenReviewStatus object is omitempty when it is needed to be false,sw9719,NO,3,NO,299
2022_2024,kubernetes,118829,"Canceling the request to webhook while processing the request, webhook emits failOpen metric.",divyasri537,NO,3,NO,274
2022_2024,kubernetes,118059,lots of pending pods lead to memory surge of kube-scheduler,Chaunceyctx,NO,5,NO,311
2022_2024,kubernetes,121157,DIVISION_BY_ZERO in kubernetes/vendor/k8s.io/kube-openapi/pkg/validation/validate /values.go,ellena13,NO,4,NO,164
2022_2024,kubernetes,121635,RBAC return 403 Forbidden after restarting APIServer when there is a large amount of,miaojianwei,NO,3,NO,144
2022_2024,kubernetes,123551,Patching metadata.labels field of volumeclaimtemplate in a statefulset is forbidden,navilg,NO,5,NO,24
2022_2024,kubernetes,111643,Finalizer Removal Race Condition / Json StrategicMergePatch Delete by Value,ellistarn,NO,9,NO,118
2022_2024,kubernetes,118714,Pod topology spread constraints cluster default policy does not support label selector,andyxning,NO,4,NO,281
2022_2024,kubernetes,118415,Testing: ./consume-cpu/consume-cpu binary in resource-consumer tool didn't consume the specified millicores,alyssa1303,NO,5,NO,295
2022_2024,kubernetes,119069,kube-scheduler not able to customise,Aadarsh-Verma,NO,4,NO,263
2022_2024,kubernetes,119022,e2e tests should label kubernetes.io/os,jayunit100,NO,4,NO,265
2022_2024,kubernetes,117454,Are there any documents available on HPA benchmarking?,jwcesign,NO,4,NO,339
2022_2024,kubernetes,114042,Text  contains double negative,pwright,NO,8,NO,488
2022_2024,kubernetes,118566,Allow mounting mutable secret or configmap without watch,tareksha,NO,5,NO,288
2022_2024,kubernetes,118447,[sig/auto-scaling] Fix or reduce frequency or switch off perma-failing jobs,dims,NO,5,NO,292
2022_2024,kubernetes,118367,kubectl apply command application YAML information is inconsistent with the actual use of K8S,lipeng8,NO,5,NO,296
2022_2024,kubernetes,118645,kubectl should report useful error messages for immutable fields,uhthomas,NO,5,NO,283
2022_2024,kubernetes,115752,Auto detection of DNS performance regression in performance tests at scale,dlapcevic,NO,5,NO,402
2022_2024,kubernetes,116731,use `sets.Set` instead of `map[xxx]struct{}`,nayihz,NO,5,NO,370
2022_2024,kubernetes,116644,"Pod template tracking uses fixed, non-prefixed label keys",sftim,NO,5,NO,373
2022_2024,kubernetes,118350,Deployment rolling update `maxSurge` and `maxUnavailable` not changed if I don't specify them,wuzhuoquan,NO,7,NO,296
2022_2024,kubernetes,118698,Incoherent tags on JobStatus.Conditions,MikeSpreitzer,NO,3,NO,280
2022_2024,kubernetes,118656,Failure cluster [4d3dd586...],liyuerich,NO,4,NO,282
2022_2024,kubernetes,115778,windows-containerd-azure-disk-1.25 seems to be flaky,nawazkh,NO,3,NO,401
2022_2024,kubernetes,123589,CRIO Serial Tests are not displaying the test grid reports and failing constantly.,kannon92,NO,5,NO,21
2022_2024,kubernetes,115897,TODO: Remove deprecated PluginExistsWithCorrectTimestamp,claudiubelu,NO,5,NO,396
2022_2024,kubernetes,118589,"GPU and non-GPU deployments are with ""CrashLoopBackOff"" Error",SaurabhGIT77,NO,5,NO,287
2022_2024,kubernetes,116898,Overlapping Deployment matchLabels causes HPA to not scale correctly,BojanZelic-DD,NO,5,NO,364
2022_2024,kubernetes,114313,e2e conformance pod sending total tests back as zero for conformance image 1.25.x,raosaurabh,NO,6,NO,471
2022_2024,kubernetes,113568,Feature request: parse-able error stream content when port forwarding,brianpursley,NO,6,NO,505
2022_2024,kubernetes,118396,Pod readiness probe does not start when setting periodSeconds: 3600,plutarcian,NO,8,NO,293
2022_2024,kubernetes,123206,Aggregated API Server readiness check fails on v1.27,Jefftree,NO,3,NO,41
2022_2024,kubernetes,118245,startupProbe will runs again after kubelet restart,wenlxie,NO,6,NO,301
2022_2024,kubernetes,118213,K8s Kubelet Checkpoint API,TahaW863,NO,6,NO,302
2022_2024,kubernetes,118127,Helm upgrade fails after upgrade hpa api version to autoscaling/v2,varunvijayagopal,NO,4,NO,306
2022_2024,kubernetes,118246,kubectl patch command issue when passing from command line,noorinshaikh,NO,5,NO,301
2022_2024,kubernetes,113164,Add context in fake ReactionFunc,chenk008,NO,5,NO,518
2022_2024,kubernetes,123621,Flake: TestFrameworkHandler_IterateOverWaitingPods/pods_with_different_profiles_are_waiting_on_permit_stage [46c1b1ee...],benluddy,NO,5,NO,18
2022_2024,kubernetes,110893,`--prune` does not function with `--server-side`,jzelinskie,NO,6,NO,628
2022_2024,kubernetes,123850,[Flaking Test] UT k8s.io/apiserver/pkg/storage cacher,pacoxu,NO,10,NO,9
2022_2024,kubernetes,117372,Container Resource Request defaulting to Resource Limit,alextadams88,NO,6,NO,340
2022_2024,kubernetes,117518,node.kubernetes.io/exclude-disruption label doesn't work,smilewhxlucky,NO,4,NO,333
2022_2024,kubernetes,116697,windows pod error while adding to cni network: error while ProvisionEndpoint: Cannot create a file when that file already exists.,yuwei1chen,NO,6,NO,368
2022_2024,kubernetes,117843,Pods being scheduled to a cordon'ed node due to the presence of nodeName field,matheusjunior,NO,3,NO,317
2022_2024,kubernetes,114050,SUPPORT.md should be updated,rsoika,NO,10,NO,483
2022_2024,kubernetes,117707,GetOffsetAndNumCandidates function disables MinCandidateNodesAbsolute and MinCandidateNodesAbsolute,Ramyak,NO,4,NO,322
2022_2024,kubernetes,123993,[Flaking Test] pull-kubernetes-cos-cgroupv2-containerd-node-e2e-eviction ,HirazawaUi,NO,2,NO,0
2022_2024,kubernetes,117087,Possible bug in kubelet garbage collector for containerd sandbox created via runpodsandbox API,yingjun8,NO,7,NO,350
2022_2024,kubernetes,116989,build scripts don't respect platform override for builder image,RomanBednar,NO,4,NO,355
2022_2024,kubernetes,123985,Analyzing and Addressing Unforeseen Performance Issues in a Large-Scale Kubernetes Cluster,nfsp3k,NO,1,NO,0
2022_2024,kubernetes,117068,"Here need to add ""continue"" sig/storage",xxwwbb3,NO,4,NO,350
2022_2024,kubernetes,117005,InitContainer will be removed by containerGC when exited containers exceeds the maximum-dead-containers.,payall4u,NO,4,NO,354
2022_2024,kubernetes,119401,"In case of node reboot, pod running on that node goes to ""Unknown"" state, as kubelet fails to attach the PVC associated",akankshapanse,NO,6,NO,244
2022_2024,kubernetes,116890,Configuring resizePolicy for in-place-pod-vpa has no effect,wenzhaojie,NO,7,NO,361
2022_2024,kubernetes,112491,Allow for reuse of EndpointSlice controller code by making `controllerName` not const,akhilles,NO,7,NO,549
2022_2024,kubernetes,123231,Unable to fetch container log stats: failed to get fsstats,ncugit-sec,NO,3,NO,36
2022_2024,kubernetes,123955,SecretProviderClass should be versioned similar to configmaps,fishy,NO,3,NO,2
2022_2024,kubernetes,122306,plugins that register nodeAdd in EventsToRegister must register nodeUpdate,sanposhiho,NO,3,NO,95
2022_2024,kubernetes,121690,Cleanup for apps e2e tests: do not use deprecated pointer package,mimowo,NO,7,NO,5
2022_2024,kubernetes,123859,Pods are incorrectly rejected after kubelet restart due to NUMA and node label changes,davshen,NO,7,NO,2
2022_2024,kubernetes,122613,"kubectl describe job should print key fields for scheduling (suspend, tolerations, nodeSelector)",mimowo,NO,6,NO,18
2022_2024,kubernetes,123691,DRA: kubelet: avoid API permission error log entries,pohly,NO,1,NO,10
2022_2024,kubernetes,123692,DRA: kubelet: create ResourceSlice with Node as owner,pohly,NO,1,NO,10
2022_2024,kubernetes,122116,Write e2e test for VolumeAttachment endpoints +7 Endpoints,heyste,NO,3,NO,106
2022_2024,kubernetes,123832,[apisnoop-conformance-gate][conformance] ValidatingAdmissionPolicy - You have 17 untested endpoints,dims,NO,2,NO,5
2022_2024,kubernetes,123906,Issues with runtime handler supported feature lookup,tallclair,NO,3,NO,1
2022_2024,kubernetes,123912,Failure cluster [c1aa76ec...] pull-kubernetes-e2e-gce-canary consistently failing,dims,NO,2,NO,1
2022_2024,kubernetes,123934,csi-s3 container cant unmount a volume,Artebomba,NO,1,NO,0
2022_2024,kubernetes,123029,messages with sensitive information should not be printed to the log file because of information security?,cccccc0226,NO,11,NO,43
2022_2024,kubernetes,123027,Readiness probe success during preStop hook causes replicas scaling ,lujiajing1126,NO,7,NO,43
2022_2024,kubernetes,123869,"Job ""should apply changes to a job status"" fails for suites with enabled alpha features",mimowo,NO,3,NO,1
2022_2024,kubernetes,121357,NodeStageVolume was sent before NodeUnstageVolume was successful,Madhu-1,NO,6,NO,145
2022_2024,kubernetes,123840,StructuredAuthenticationConfiguration does not support ES256 algorithm,HamzaZo,NO,6,NO,2
2022_2024,kubernetes,123901,Troubleshooting kubeadm (docker has enough images but k8s init still pulls the image),linkhacker,NO,5,NO,0
2022_2024,kubernetes,123829,Failure cluster [331a0ece...] [sig-api-machinery] ValidatingAdmissionPolicy [Privileged:ClusterAdmin] should type check a CRD [Conformance],dims,NO,7,NO,3
2022_2024,kubernetes,123853,[Flaking Test]  [sig-network] Services should complete a service status lifecycle [Conformance],pacoxu,NO,5,NO,1
2022_2024,kubernetes,121865,[Flaking Test][sig-network] ci-kubernetes-verify-master verify-openapi-spec,rjsadow,NO,9,NO,119
2022_2024,kubernetes,123890,[Failing Test] [sig-scheduling] [Feature:GPUDevicePlugin] run Nvidia GPU Device Plugin tests in ci-kubernetes-e2e-gce-device-plugin-gpu-canary,pacoxu,NO,3,NO,0
2022_2024,kubernetes,123079,Migrate remaining `k/k` jobs,rjsadow,NO,7,NO,39
2022_2024,kubernetes,123882,pod preemptionPolicy can not set,13567436138,NO,3,NO,0
2022_2024,kubernetes,123830,unable to pull old version of Kubernetes|1.23.15-00,musigma-admin,NO,3,NO,0
2022_2024,kubernetes,123663,[Failing Test] [sig-apps] periodic-conformance-main-k8s-main,MaryamTavakkoli,NO,6,NO,7
2022_2024,kubernetes,120032,"apf_controller.go:411] ""Unable to derive new concurrency limits"" err=""impossible: ran out of bounds to consider in bound-constrained problem"" ",ming12713,NO,12,NO,4
2022_2024,kubernetes,123677,SetFeatureGateDuringTest doesn't work if test is run in pararell. ,serathius,NO,4,NO,7
2022_2024,kubernetes,123867,"Not able to install kubectl,kubelet and kubeadm in kubernates",AnilKumar107,NO,2,NO,0
2022_2024,kubernetes,115483,Secrets does not creating,titans2016,NO,7,NO,0
2022_2024,kubernetes,123848,Failure cluster [cc24ffcf...] [NodeFeature:RecursiveReadOnlyMounts] Mount recursive read-only when the runtime does not support recursive read-only mounts should reject recursive read-only mounts,dims,NO,3,NO,0
2022_2024,kubernetes,119567,Make our `kubectl` image more useful?,thockin,NO,12,NO,229
2022_2024,kubernetes,123855,[Flaking Test] integration master TestStructuredAuthenticationConfigReload,pacoxu,NO,1,NO,0
2022_2024,kubernetes,122263,Support v5 websocket protocol in cri/streaming,saschagrunert,NO,4,NO,90
2022_2024,kubernetes,121696,flaky test: k8s.io/kubernetes/pkg/controller/volume/attachdetach: reconciler ,neolit123,NO,3,NO,129
2022_2024,kubernetes,123814,[Failing Test] gce-device-plugin-gpu-master,pacoxu,NO,3,NO,2
2022_2024,kubernetes,123787, conn.go:254] Error on socket receive: read tcp 127.0.0.1:33421->127.0.0.1:54136: use of closed network connection,gaolc,NO,3,NO,3
2022_2024,kubernetes,119236,[StructuredAuthenticationConfig] Implement reloading of configuration,aramase,NO,1,NO,242
2022_2024,kubernetes,120804,cannot find module providing package k8s.io/component-base/logs/kube-log-runner: import lookup disabled by -mod=vendor,JasonCeng,NO,5,NO,170
2022_2024,kubernetes,120813,kubelet breaks with cgroups v1 and newer Linux dropping `kmem.limit_in_bytes`,smira,NO,8,NO,169
2022_2024,kubernetes,120900,Initial implementation of moving Storage Version Migrator in-tree,nilekhc,NO,1,NO,164
2022_2024,kubernetes,123675,Document `email_verified` check when CEL expression is used in authentication configuration,enj,NO,2,NO,4
2022_2024,kubernetes,123799,[Flaking Test] [Conformance] [sig-apps] Job should apply changes to a job status,dims,NO,4,NO,1
2022_2024,kubernetes,123761,"patching a service with the same value ipFamilyPolicy: ""RequireDualStack"" causes an error",tibeer,NO,4,NO,1
2022_2024,kubernetes,123745,How is the deletePodFromSchedulingQueue function called?,dykhliww,NO,3,NO,1
2022_2024,kubernetes,123415,"In a time leap scenario, it may render the service account token unavailable.",hwzengzy,NO,4,NO,15
2022_2024,kubernetes,123747,Search domain generation verification,lunhuijie,NO,4,NO,0
2022_2024,kubernetes,123491,[Failing Test] gpu-device-plugin-gpu-master on master-blocking ,SubhasmitaSw,NO,6,NO,9
2022_2024,kubernetes,120502,[discussion] DRA plugin raises UPDATE API request in scheduling cycle,Huang-Wei,NO,5,NO,181
2022_2024,kubernetes,122103,Ability to transform volume files from secret,jcchavezs,NO,4,NO,97
2022_2024,kubernetes,123671,[Flaking Test] kind-master-parallel on sig-release-master-blocking,SubhasmitaSw,NO,4,NO,1
2022_2024,kubernetes,123665,--feature-gates=AllAlpha=true  make error,13567436138,NO,4,NO,1
2022_2024,kubernetes,122936,[KEP 3488] Promote ValidatingAdmissionPolicy to GA,cici37,NO,3,NO,42
2022_2024,kubernetes,122254,[Flaking Test] [sig-windows] network: Services should serve endpoints on same port and different protocols [Conformance],pacoxu,NO,6,NO,85
2022_2024,kubernetes,122279,[Swap Feature] Investigate what happens if a cluster has some swap enabled nodes and others that are not enabled.,kannon92,NO,2,NO,84
2022_2024,kubernetes,123727,DRA API: don't allow changing object meta during status update,pohly,NO,3,NO,0
2022_2024,kubernetes,111943,1.18: kube-apiserver:  fatal error: concurrent map writes,lance5890,NO,8,NO,563
2022_2024,kubernetes,122902,sidecar container readniess result to be used in Pod ready state also for pod.spec.restartPolicy = Never or OnFailure,CindyLizi,NO,5,NO,42
2022_2024,kubernetes,123715,crio conformance tests are failing,kannon92,NO,2,NO,0
2022_2024,kubernetes,122205,CEL in Admission(ValidatingAdmissionPolicy): explicitly excluding resources from validatingadmissionpolicy interception,cici37,NO,5,NO,90
2022_2024,kubernetes,120501,PodResources API of kubelet does not report the resources allocated to restartable init containers,gjkim42,NO,4,NO,180
2022_2024,kubernetes,123221,Jobs should display whether or not they are suspended.,kannon92,NO,5,NO,25
2022_2024,kubernetes,120080,flaky test: ephemeral should support multiple inline ephemeral volumes ,neolit123,NO,4,NO,197
2022_2024,kubernetes,118233,IPVS flaky test gce,aroradaman,NO,8,YES,285
2022_2024,kubernetes,122381,can't remove NodePorts from LoadBalancer type Service with AllocateLoadBalancerNodePorts=false ,armstrongli,NO,5,YES,76
2022_2024,kubernetes,119903,Scheduling of the number of pods for kubernetes workload,dashanji,NO,7,NO,206
2022_2024,kubernetes,123650,[Failing Test] [sig-k8s-infra] capz-windows-master,MaryamTavakkoli,NO,2,NO,1
2022_2024,kubernetes,122420,PodSpec.hostAliases has a potentially misleading comment about hostNetwork,neolit123,NO,4,NO,75
2022_2024,kubernetes,122179,Add container_network_tcp/udp metrics from CRI,vsxen,NO,4,NO,90
2022_2024,kubernetes,123185,Implement `apiserver_watch_cache_read_wait` metric,serathius,NO,2,NO,25
2022_2024,kubernetes,123662,[Failing Test] periodic-cluster-api-provider-aws-e2e-conformance-with-k8s-ci-artifacts,pacoxu,NO,4,NO,0
2022_2024,kubernetes,123666,https://packages.cloud.google.com/yum/repos/kubernetes-el7-x86_64/ does not work ?,VladoPortos,NO,3,NO,0
2022_2024,kubernetes,119992,kubectl exec will wait for a command's background job to finish - when exec to pod on containerd ,luong-komorebi,NO,9,NO,200
2022_2024,kubernetes,112524,apiserver aggregation redirect rejection incorrectly fails on `304 Not Modified` responses,brandond,NO,4,NO,0
